limit_bal,sex,education,marriage,age,pay_1,pay_2,bill_amt1,bill_amt2,pay_amt1,pay_amt2,default_payment_next_month,age_range,age_range_int,sum_pay,mean_bill,mean_pay_amt
170000,1,2.0,2.0,27,0,0,169106,141998,5000,5508,0,26-27,11,0,829276.0,27423.0
220000,1,2.0,2.0,30,-2,-2,15872,19053,20066,20063,0,29-30,4,-12,106768.0,106301.0
30000,1,2.0,2.0,35,2,0,18915,20290,2000,5100,1,34-35,8,8,138572.0,9961.0
100000,1,2.0,2.0,23,-1,-1,291,291,291,291,0,21-23,20,-6,1746.0,1746.0
10000,1,2.0,2.0,24,3,2,1050,1050,0,0,1,23-25,19,16,6300.0,0.0
140000,1,2.0,2.0,24,-1,-1,6312,-148,0,8579,1,23-25,19,-6,38507.0,44228.0
50000,1,2.0,2.0,24,1,2,25932,24924,1800,0,0,23-25,19,11,147471.0,6600.0
20000,1,2.0,2.0,22,0,0,8785,8134,1142,2000,0,21-23,20,2,60351.0,7142.0
10000,1,2.0,2.0,22,1,2,6829,6571,0,2500,1,21-23,20,11,49538.0,4371.0
50000,1,2.0,2.0,24,0,0,49989,48512,1800,2000,0,23-25,19,0,201964.0,7418.0
10000,1,3.0,2.0,22,1,-1,0,7492,7492,1224,0,21-23,20,0,34186.0,9891.0
30000,1,2.0,2.0,23,0,0,30620,30432,2000,2500,0,21-23,20,0,151008.0,6700.0
50000,1,2.0,2.0,23,0,0,49283,48570,1781,3264,0,21-23,20,0,230762.0,9928.0
100000,1,2.0,2.0,24,0,0,87478,88627,3500,5000,1,23-25,19,0,396262.0,25500.0
20000,1,3.0,2.0,24,0,0,18661,17895,1400,2000,0,23-25,19,-1,79540.0,4999.0
20000,1,2.0,2.0,25,0,0,17584,20000,3000,0,0,23-25,19,-6,37584.0,3000.0
100000,1,2.0,2.0,25,0,0,49199,48285,1000,390,0,23-25,19,-4,99044.0,2950.0
50000,1,2.0,2.0,25,1,2,15491,15934,1000,1500,1,23-25,19,3,105797.0,8500.0
100000,1,1.0,2.0,24,-1,0,33921,34920,1563,1673,0,23-25,19,-1,214182.0,8725.0
30000,1,3.0,2.0,25,2,0,23421,24228,1500,1500,1,23-25,19,4,156953.0,9239.0
50000,1,2.0,1.0,25,0,0,42238,43259,1807,1405,1,23-25,19,0,182384.0,7578.0
50000,1,2.0,2.0,25,-2,-2,-1587,-5174,0,0,1,23-25,19,-12,-17109.0,0.0
50000,1,1.0,2.0,25,0,0,60200,61600,2000,10000,0,23-25,19,0,423800.0,21000.0
50000,1,,2.0,23,0,0,42407,13244,7275,47166,0,21-23,20,0,199886.0,85661.0
50000,1,1.0,2.0,25,0,0,48848,48208,1845,1967,0,23-25,19,0,226352.0,5608.0
50000,1,2.0,2.0,25,0,0,50547,49480,1900,2000,0,23-25,19,0,245613.0,19997.0
380000,1,2.0,2.0,26,0,0,64900,43514,2600,1626,0,25-26,6,-1,405067.0,300954.0
50000,1,1.0,2.0,24,2,0,5524,6474,1500,2700,1,23-25,19,4,41989.0,5700.0
30000,1,2.0,2.0,24,2,4,31529,30752,0,0,0,23-25,19,11,178217.0,4400.0
150000,1,2.0,1.0,25,-1,-1,890,-180,0,281,0,23-25,19,-7,1291.0,881.0
180000,1,2.0,2.0,25,0,0,12891,14275,1600,2000,0,23-25,19,0,94083.0,8112.0
80000,1,3.0,2.0,26,0,0,79558,81906,3694,3470,1,25-26,6,0,331438.0,11769.0
110000,1,2.0,2.0,24,2,2,98428,101402,5500,6600,1,23-25,19,12,620223.0,23300.0
30000,1,3.0,2.0,25,0,0,23075,23996,2000,2500,0,23-25,19,0,114955.0,8678.0
110000,1,2.0,2.0,25,0,0,23459,27157,4000,0,1,23-25,19,4,200485.0,25400.0
280000,1,2.0,2.0,26,0,-1,51951,25360,25486,6213,0,25-26,6,-6,83573.0,50303.0
10000,1,2.0,2.0,23,0,0,5583,8959,5000,7000,1,21-23,20,-1,42064.0,33000.0
10000,1,2.0,2.0,23,-1,-1,1473,1863,1863,0,0,21-23,20,-6,4896.0,3423.0
20000,1,2.0,2.0,24,2,2,16239,16276,600,1000,0,23-25,19,12,104738.0,5800.0
170000,1,2.0,2.0,26,0,0,85914,78411,10050,5050,0,25-26,6,-1,421799.0,170559.0
20000,1,3.0,2.0,26,3,3,21667,21081,0,25,1,25-26,6,8,117451.0,6025.0
130000,1,2.0,2.0,22,0,0,120479,98341,5601,103012,0,21-23,20,0,580055.0,122130.0
200000,1,1.0,2.0,26,2,2,196979,200055,7800,7500,1,25-26,6,12,1063564.0,34000.0
250000,1,2.0,2.0,26,0,0,115497,114716,3835,4068,0,25-26,6,0,678402.0,23006.0
80000,1,2.0,2.0,27,0,0,48329,45920,5004,5013,0,26-27,11,2,285756.0,21019.0
180000,1,1.0,2.0,27,-1,0,3210,13852,12000,5004,0,26-27,11,-1,31140.0,24304.0
120000,1,2.0,2.0,28,0,0,70124,71355,3000,2830,0,27-28,7,0,322791.0,12330.0
20000,1,2.0,2.0,26,1,2,16167,15615,0,3000,0,25-26,6,7,84273.0,3000.0
150000,1,1.0,2.0,26,0,0,26443,27996,2000,2000,0,25-26,6,0,114467.0,12000.0
190000,1,2.0,2.0,26,-1,0,2204,3479,1800,1797,0,25-26,6,-1,34805.0,11014.0
210000,1,1.0,2.0,27,0,0,42585,43304,8000,5000,0,26-27,11,0,279358.0,31000.0
180000,1,2.0,2.0,27,0,0,147310,152047,7503,30018,0,26-27,11,0,781584.0,53446.0
50000,1,2.0,2.0,28,0,0,48431,45008,1700,2000,0,27-28,7,2,263796.0,10600.0
140000,1,1.0,2.0,25,0,0,92465,93536,3500,4790,0,23-25,19,0,557160.0,21423.0
80000,1,2.0,2.0,26,-2,-2,2970,-10,0,0,0,25-26,6,-12,19527.0,16597.0
80000,1,2.0,2.0,27,0,0,81752,80638,3069,2500,1,26-27,11,0,346545.0,16581.0
80000,1,2.0,2.0,25,2,0,76915,78270,3149,3039,0,23-25,19,0,255213.0,7738.0
20000,1,2.0,2.0,28,0,0,8723,10265,2000,2000,0,27-28,7,0,72202.0,8600.0
10000,1,2.0,1.0,26,3,2,2400,2400,0,0,1,25-26,6,27,13800.0,0.0
30000,1,2.0,2.0,26,1,3,14773,14252,0,0,1,25-26,6,12,88962.0,3632.0
240000,1,1.0,2.0,27,-1,-1,19365,1928,5534,4879,0,26-27,11,-6,58358.0,49579.0
50000,1,2.0,2.0,28,1,-1,-727,50268,53860,3000,0,27-28,7,0,231955.0,71644.0
90000,1,2.0,2.0,26,-1,2,481,1149,1000,39674,1,25-26,6,0,128189.0,44616.0
60000,1,1.0,2.0,28,-1,0,40784,41723,2001,2001,0,27-28,7,-1,256561.0,10312.0
100000,1,2.0,2.0,28,0,0,9125,10664,2000,2000,1,27-28,7,0,76503.0,11000.0
120000,1,1.0,2.0,28,-1,-1,4660,5929,6074,1774,0,27-28,7,-4,234776.0,136298.0
10000,1,2.0,1.0,28,0,0,1474,2641,1196,1300,0,27-28,7,0,24486.0,6404.0
70000,1,2.0,2.0,28,1,2,26357,27223,1600,1000,1,27-28,7,11,167809.0,7100.0
60000,1,1.0,2.0,28,0,0,26129,30544,5000,2000,0,27-28,7,0,152016.0,15000.0
130000,1,1.0,2.0,29,0,0,120000,0,0,0,0,28-29,3,-8,120000.0,0.0
30000,1,3.0,1.0,30,3,2,2400,2400,0,0,1,29-30,4,28,14400.0,0.0
360000,1,1.0,2.0,30,-1,-1,2020,28057,28057,6179,0,29-30,4,-5,220232.0,145402.0
80000,1,2.0,2.0,30,0,0,31299,37446,20000,539,0,29-30,4,-4,118145.0,79400.0
20000,1,2.0,2.0,27,0,0,15993,17016,1600,1621,0,26-27,11,0,128978.0,7518.0
50000,1,2.0,2.0,28,0,0,8608,10300,2000,2900,0,27-28,7,2,69643.0,7400.0
80000,1,3.0,2.0,27,1,-2,0,0,0,0,1,26-27,11,-9,0.0,0.0
150000,1,1.0,1.0,27,-1,-1,390,0,0,780,0,26-27,11,-8,1170.0,780.0
60000,1,2.0,2.0,27,0,0,26437,27741,1701,1425,0,26-27,11,2,171764.0,8023.0
220000,1,2.0,2.0,28,0,0,59247,60200,6000,3037,0,27-28,7,0,360470.0,35037.0
10000,1,3.0,2.0,23,0,0,5807,6974,1270,1134,0,21-23,20,0,48532.0,5027.0
50000,1,2.0,2.0,26,2,0,49586,49865,2268,2200,0,25-26,6,2,229332.0,9915.0
50000,1,1.0,2.0,26,0,0,48924,48593,2200,2200,0,25-26,6,0,296911.0,12090.0
220000,1,1.0,2.0,28,0,0,22399,24203,3000,2000,0,27-28,7,0,135331.0,10100.0
450000,1,1.0,2.0,29,1,-2,1261,1261,1261,1261,0,28-29,3,-9,7566.0,7566.0
240000,1,2.0,1.0,33,1,2,172618,174842,6765,0,0,31-33,2,7,620630.0,156357.0
500000,1,2.0,2.0,29,0,0,39345,40382,2014,4135,0,28-29,3,0,147446.0,45826.0
170000,1,1.0,2.0,28,0,0,56061,57179,2051,2197,0,27-28,7,0,333007.0,12475.0
100000,1,2.0,2.0,29,2,0,43531,45103,2600,2200,1,28-29,3,4,279831.0,17000.0
60000,1,1.0,2.0,29,-1,-1,816,2440,2440,0,0,28-29,3,-2,9494.0,5813.0
200000,1,1.0,2.0,30,-1,-1,6589,3423,3449,2798,0,29-30,4,-4,190733.0,77518.0
200000,1,2.0,2.0,27,2,0,189605,191628,14635,10019,1,26-27,11,2,1108865.0,56764.0
20000,1,1.0,2.0,28,0,0,3202,4978,2000,3000,0,27-28,7,4,46934.0,9505.0
40000,1,2.0,2.0,27,1,3,41520,40568,0,7,1,26-27,11,6,269400.0,8483.0
110000,1,1.0,2.0,27,0,0,87487,90120,5000,5000,0,26-27,11,0,570098.0,29000.0
10000,1,2.0,1.0,27,0,0,10128,9859,1151,1160,0,26-27,11,0,59249.0,4512.0
100000,1,2.0,2.0,28,0,0,32480,33237,1600,1600,0,27-28,7,0,207568.0,9246.0
50000,1,2.0,2.0,28,1,2,52753,51400,0,0,0,27-28,7,-1,104153.0,0.0
30000,1,3.0,2.0,28,0,0,11064,10030,1159,1159,0,27-28,7,-2,41197.0,7212.0
30000,1,2.0,2.0,28,1,-2,0,0,0,0,0,27-28,7,-7,2805.0,2805.0
50000,1,2.0,1.0,29,3,2,400,400,0,0,0,28-29,3,19,2400.0,0.0
20000,1,3.0,2.0,29,1,2,5957,4909,0,2000,1,28-29,3,3,74113.0,21500.0
50000,1,2.0,2.0,30,0,0,26666,21062,2000,2000,0,29-30,4,-2,56430.0,5000.0
60000,1,2.0,2.0,28,2,2,61743,62197,2800,0,1,27-28,7,6,357249.0,34800.0
50000,1,2.0,2.0,32,-1,-1,1473,5486,5486,0,1,31-33,2,-1,15855.0,7966.0
130000,1,3.0,1.0,34,2,2,69388,70650,3000,3000,1,33-34,5,8,427861.0,15111.0
20000,1,2.0,2.0,25,0,0,14193,16489,2850,0,1,23-25,19,6,100064.0,7105.0
100000,1,2.0,2.0,28,2,0,58566,56770,5100,2825,1,27-28,7,4,277458.0,14925.0
20000,1,2.0,1.0,38,0,0,8337,11191,3000,1210,1,37-38,9,0,79044.0,11410.0
150000,1,3.0,2.0,44,0,0,151009,148047,6913,5937,0,43-46,15,0,814600.0,31350.0
70000,1,1.0,2.0,33,0,0,62615,63845,2870,3224,0,31-33,2,0,336524.0,11058.0
250000,1,1.0,1.0,40,0,0,7351,6225,3039,2000,0,38-40,10,0,25201.0,97442.0
50000,1,3.0,1.0,32,2,2,38023,39589,2500,1500,1,31-33,2,13,242303.0,12400.0
90000,1,2.0,1.0,34,0,0,86371,85679,3073,3700,1,33-34,5,0,445372.0,14595.0
90000,1,2.0,2.0,32,0,0,73814,73132,3700,4100,0,31-33,2,0,351576.0,17900.0
120000,1,1.0,2.0,33,2,2,87310,89273,4300,4100,1,31-33,2,12,544471.0,18800.0
240000,1,2.0,2.0,25,0,0,24640,0,1700,0,0,23-25,19,-8,24640.0,1700.0
50000,1,2.0,2.0,25,0,0,43785,38971,1795,1660,1,23-25,19,0,173728.0,7575.0
100000,1,2.0,1.0,29,2,2,81839,82781,3200,5000,1,28-29,3,14,520754.0,21900.0
390000,1,3.0,1.0,49,0,0,282849,281836,12000,13000,0,46-49,16,0,1701549.0,69066.0
50000,1,3.0,1.0,36,2,0,47097,46006,1796,1284,1,35-37,13,2,149042.0,4612.0
40000,1,2.0,1.0,44,2,2,24262,26640,3100,0,1,43-46,15,12,161861.0,9600.0
190000,1,2.0,1.0,38,0,0,194670,194690,9000,8400,0,37-38,9,0,1155153.0,48250.0
10000,1,2.0,1.0,40,3,2,1050,1050,0,0,1,38-40,10,16,6300.0,0.0
10000,1,2.0,1.0,44,0,0,6696,9080,2668,0,0,43-46,15,2,53578.0,4056.0
180000,1,1.0,2.0,30,-1,-1,4027,2130,2130,25770,0,29-30,4,-6,135261.0,142834.0
230000,1,2.0,2.0,31,0,0,170041,174811,9800,6418,0,30-31,1,0,1075635.0,48836.0
20000,1,2.0,2.0,31,0,0,12214,13694,2000,3200,0,30-31,1,2,95426.0,9200.0
230000,1,2.0,2.0,32,2,0,253935,237858,10183,10057,1,31-33,2,6,1429188.0,64840.0
200000,1,1.0,2.0,32,0,0,190530,194796,9000,9000,0,31-33,2,0,1109296.0,44900.0
470000,1,1.0,2.0,34,0,0,57566,55340,5344,3457,0,33-34,5,0,222240.0,90126.0
150000,1,1.0,,45,0,0,108434,111178,3000,1300,0,43-46,15,0,354121.0,8000.0
70000,1,3.0,1.0,37,0,0,71742,70978,2721,2714,0,35-37,13,0,419228.0,16040.0
50000,1,2.0,2.0,37,0,0,49473,48970,2314,2261,0,35-37,13,0,247630.0,12575.0
80000,1,1.0,2.0,35,0,0,75734,93507,20000,79239,0,34-35,8,-1,354744.0,105778.0
330000,1,1.0,1.0,40,0,0,309055,314927,12500,13306,0,38-40,10,0,1457444.0,53139.0
140000,1,2.0,2.0,33,0,0,133336,134483,5000,5000,0,31-33,2,0,681361.0,24005.0
70000,1,2.0,2.0,44,2,2,43314,44325,2025,2051,1,43-46,15,12,272311.0,11536.0
280000,1,2.0,2.0,32,0,0,35038,36558,2000,3000,0,31-33,2,0,240484.0,21200.0
150000,1,3.0,2.0,30,0,0,80220,47272,3095,135332,0,29-30,4,0,542810.0,147909.0
80000,1,2.0,1.0,35,0,0,79875,77201,4000,3500,0,34-35,8,0,468232.0,21829.0
120000,1,1.0,1.0,42,0,0,7722,9591,2000,1400,1,41-43,14,6,63406.0,6800.0
50000,1,2.0,1.0,45,0,0,14488,15798,1558,1627,0,43-46,15,2,101992.0,7418.0
230000,1,2.0,1.0,43,0,0,3472,4053,1061,1275,0,41-43,14,2,25371.0,3763.0
160000,1,2.0,2.0,36,1,-2,0,0,0,0,0,35-37,13,-8,1000.0,1000.0
50000,1,3.0,2.0,37,0,0,28951,29631,1765,1653,0,35-37,13,0,155978.0,5118.0
100000,1,3.0,1.0,49,0,0,82214,74983,2659,2656,0,46-49,16,0,435687.0,15380.0
200000,1,2.0,1.0,43,2,3,94529,92126,0,5000,1,41-43,14,13,579396.0,20700.0
170000,1,2.0,1.0,36,1,2,158954,139482,7,6513,0,35-37,13,3,869638.0,29369.0
50000,1,2.0,1.0,43,0,0,25387,25435,1374,1418,0,41-43,14,0,135519.0,6119.0
200000,1,3.0,1.0,46,-2,-2,0,0,0,0,0,43-46,15,-12,0.0,0.0
200000,1,2.0,1.0,39,-1,-1,1543,1109,1109,1048,0,38-40,10,-7,4994.0,3451.0
50000,1,3.0,2.0,41,0,0,43383,43397,1992,2251,0,40-41,12,0,194822.0,7167.0
50000,1,3.0,2.0,45,0,0,35962,34725,1857,1851,0,43-46,15,0,194766.0,9885.0
300000,1,2.0,1.0,39,-1,-1,29997,592,598,1057,0,38-40,10,-10,31563.0,1655.0
130000,1,2.0,2.0,32,0,0,21395,31030,10000,10000,0,31-33,2,0,309033.0,70000.0
80000,1,1.0,2.0,33,2,2,67206,65537,0,5500,1,31-33,2,12,416343.0,14500.0
120000,1,1.0,2.0,34,0,0,32773,28002,1509,5000,0,33-34,5,2,120397.0,10182.0
140000,1,1.0,2.0,32,0,0,130134,131475,5000,8000,1,31-33,2,0,664747.0,28485.0
220000,1,1.0,2.0,48,0,0,113061,115294,5600,6000,0,46-49,16,2,733015.0,38900.0
70000,1,2.0,2.0,32,0,0,71336,70393,3609,2523,1,31-33,2,0,430139.0,83644.0
20000,1,3.0,2.0,45,0,0,18416,13656,1303,1518,0,43-46,15,0,51805.0,3900.0
200000,1,1.0,1.0,49,1,-1,0,492,492,0,0,46-49,16,-4,2033.0,7368.0
20000,1,2.0,1.0,31,1,2,6313,6559,500,1500,1,30-31,1,11,47300.0,4400.0
510000,1,1.0,2.0,32,0,0,63573,62933,2900,3000,0,31-33,2,0,369213.0,14500.0
450000,1,1.0,2.0,34,-1,2,42713,6496,0,9511,0,33-34,5,0,144934.0,93647.0
50000,1,2.0,1.0,34,0,0,45459,45695,2000,3000,0,33-34,5,0,204152.0,10400.0
120000,1,2.0,,48,0,0,61673,60679,2345,3419,0,46-49,16,-2,170727.0,26441.0
50000,1,3.0,1.0,45,1,-2,0,0,0,0,1,43-46,15,-9,0.0,0.0
280000,1,2.0,2.0,31,0,0,4821,3469,1017,0,0,30-31,1,-6,9337.0,59034.0
30000,1,1.0,2.0,33,4,3,22303,21657,0,0,1,31-33,2,15,137233.0,6000.0
20000,1,2.0,1.0,35,1,2,5659,5422,0,1107,0,34-35,8,5,40904.0,3690.0
80000,1,2.0,1.0,42,0,0,78216,62890,2115,5004,0,41-43,14,0,345866.0,14332.0
120000,1,2.0,1.0,45,0,0,52574,47092,2000,2000,0,43-46,15,0,221040.0,7629.0
370000,1,2.0,1.0,38,0,0,189567,183292,8000,8000,0,37-38,9,0,1142488.0,45500.0
50000,1,2.0,2.0,45,0,0,30359,28717,2000,2000,0,43-46,15,0,122840.0,12200.0
20000,1,3.0,2.0,39,0,0,30892,16348,5000,2015,0,38-40,10,0,104932.0,23704.0
160000,1,2.0,1.0,36,0,0,59675,61085,3000,3000,0,35-37,13,0,381920.0,20200.0
170000,1,3.0,2.0,44,0,0,167077,170965,12275,10000,0,43-46,15,0,944219.0,71606.0
100000,1,2.0,2.0,36,0,0,2069,3521,1500,2000,0,35-37,13,-4,10989.0,5200.0
210000,1,1.0,1.0,42,-1,-1,2827,3517,3527,4425,0,41-43,14,-6,21109.0,20176.0
100000,1,3.0,2.0,32,0,0,54483,45433,2460,2220,0,31-33,2,-2,213700.0,70478.0
230000,1,1.0,1.0,33,0,0,213859,218094,9285,12000,1,31-33,2,0,1225656.0,43285.0
240000,1,1.0,1.0,38,-1,3,6333,3360,0,10,0,37-38,9,2,17025.0,7722.0
240000,1,3.0,2.0,36,0,0,135053,141213,10000,10000,0,35-37,13,0,600788.0,45000.0
50000,1,2.0,,48,2,2,42850,42850,1000,3900,1,46-49,16,10,269237.0,13100.0
80000,1,2.0,1.0,46,0,0,79707,79876,3542,3500,0,43-46,15,0,399665.0,16042.0
50000,1,3.0,2.0,41,0,0,94962,49032,4200,2200,0,40-41,12,0,302676.0,13100.0
50000,1,2.0,1.0,36,0,0,43900,42499,2268,1604,0,35-37,13,0,159541.0,7219.0
440000,1,1.0,2.0,37,0,0,186061,232558,50000,100448,0,35-37,13,0,1307907.0,173971.0
220000,1,3.0,2.0,42,0,0,26595,33330,9000,5000,0,41-43,14,0,231050.0,34000.0
70000,1,1.0,2.0,30,0,0,16163,1050,1000,0,0,29-30,4,-1,82393.0,25480.0
240000,1,1.0,2.0,32,-2,-2,3162,3162,3162,3124,0,31-33,2,-12,18934.0,18941.0
360000,1,3.0,2.0,42,0,0,52460,40764,3000,3000,0,41-43,14,0,199544.0,36138.0
360000,1,1.0,2.0,32,-2,-2,8971,2284,2303,21785,0,31-33,2,-12,48741.0,39957.0
80000,1,1.0,2.0,33,-2,-1,251594,264594,13000,0,0,31-33,2,-1,538763.0,16700.0
30000,1,2.0,2.0,36,1,2,13208,13692,1000,1000,1,35-37,13,7,87262.0,6000.0
160000,1,2.0,2.0,37,1,2,99793,101325,4300,0,1,35-37,13,5,573402.0,18688.0
150000,1,2.0,2.0,39,2,0,155896,159891,5500,7103,1,38-40,10,2,773617.0,20603.0
100000,1,2.0,2.0,30,0,0,55776,44953,3000,3000,0,29-30,4,0,296834.0,15000.0
70000,1,2.0,2.0,33,1,2,26181,37611,12000,0,0,31-33,2,31,216191.0,17000.0
300000,1,2.0,2.0,35,0,0,242168,276536,40006,26531,0,34-35,8,0,1218218.0,101015.0
90000,1,2.0,1.0,39,2,2,26493,30034,4000,0,1,38-40,10,12,181827.0,11100.0
800000,1,1.0,2.0,46,-2,-2,6229,4636,4644,3832,0,43-46,15,-9,26000.0,47040.0
360000,1,2.0,2.0,40,-1,0,36560,34371,11028,15044,0,38-40,10,-1,224732.0,75394.0
90000,1,2.0,1.0,41,1,2,86699,84423,0,4008,1,40-41,12,5,529139.0,18579.0
300000,1,3.0,2.0,43,0,0,303747,299685,11500,14000,1,41-43,14,0,1555014.0,67000.0
30000,1,3.0,1.0,46,1,2,19523,18917,0,1700,1,43-46,15,3,123590.0,6149.0
50000,1,2.0,2.0,37,0,0,48566,48206,2088,2120,0,35-37,13,0,290116.0,11481.0
110000,1,2.0,1.0,30,2,0,54404,57503,4000,9600,1,29-30,4,9,374445.0,21500.0
80000,1,1.0,2.0,37,0,0,155342,159672,6000,6000,0,35-37,13,0,994553.0,34500.0
140000,1,2.0,1.0,31,0,0,134039,143937,13650,4700,0,30-31,1,4,728620.0,28864.0
50000,1,2.0,1.0,44,0,0,48659,34763,1345,1197,0,43-46,15,0,131657.0,5203.0
20000,1,3.0,2.0,40,0,0,13195,14197,1238,2959,0,38-40,10,4,84319.0,5730.0
50000,1,3.0,2.0,46,0,0,48060,48923,2326,2000,0,43-46,15,0,218759.0,8183.0
50000,1,1.0,2.0,34,1,-2,0,0,0,0,0,33-34,5,-9,0.0,0.0
130000,1,2.0,1.0,48,3,2,120326,121877,5000,0,1,46-49,16,15,756387.0,25359.0
90000,1,2.0,1.0,45,0,0,46608,49999,4500,0,0,43-46,15,2,262901.0,10318.0
30000,1,3.0,1.0,44,-2,-2,2180,0,0,0,0,43-46,15,-12,2180.0,0.0
50000,1,2.0,1.0,49,0,0,33346,33536,2000,3500,1,46-49,16,0,205899.0,21500.0
170000,1,1.0,1.0,39,-2,-2,0,0,0,905,0,38-40,10,-12,905.0,905.0
290000,1,1.0,2.0,31,2,0,45021,44702,2700,1707,1,30-31,1,2,184898.0,8618.0
20000,1,3.0,1.0,47,0,0,16013,14334,1419,1270,0,46-49,16,0,54825.0,3993.0
180000,1,1.0,2.0,38,2,2,114091,124233,12100,5000,1,37-38,9,6,717735.0,31300.0
360000,1,1.0,1.0,35,1,-2,396,396,396,396,0,34-35,8,-9,2376.0,2376.0
20000,1,3.0,2.0,31,0,0,7222,13627,10009,2004,0,30-31,1,0,64139.0,28110.0
140000,1,2.0,2.0,33,0,0,279184,259478,7000,2000,0,31-33,2,0,618839.0,17000.0
90000,1,2.0,1.0,34,0,0,53105,54154,2525,3000,0,33-34,5,0,341425.0,18187.0
120000,1,2.0,1.0,40,0,0,35671,37073,2000,2000,0,38-40,10,0,233681.0,13000.0
160000,1,1.0,1.0,31,-1,-1,24465,7747,7751,17016,0,30-31,1,-6,85397.0,66792.0
280000,1,2.0,1.0,32,2,2,204057,199262,0,18000,1,31-33,2,12,1255562.0,41500.0
500000,1,1.0,1.0,46,-1,-1,991,4073,4082,6738,0,43-46,15,-7,14302.0,14330.0
100000,1,2.0,2.0,38,2,0,106989,98751,3910,1733,1,37-38,9,1,276610.0,17792.0
160000,1,3.0,2.0,31,0,0,108963,105748,4500,5000,0,30-31,1,0,665419.0,28792.0
20000,1,2.0,1.0,42,0,0,14124,15132,1249,1600,0,41-43,14,0,102089.0,7907.0
400000,1,1.0,2.0,39,2,2,49354,50747,2500,0,0,38-40,10,12,308857.0,13400.0
30000,1,2.0,1.0,45,2,4,28854,30467,2372,0,0,43-46,15,17,177388.0,5935.0
50000,1,3.0,1.0,47,-1,0,2840,2522,1000,5500,0,46-49,16,-3,73688.0,32170.0
70000,1,2.0,2.0,40,1,2,79237,71627,0,2986,0,38-40,10,3,313633.0,23636.0
110000,1,2.0,1.0,42,1,2,45461,44434,0,1980,0,41-43,14,7,284108.0,12995.0
50000,1,2.0,2.0,44,0,0,50677,76727,4000,4695,0,43-46,15,0,316912.0,18495.0
170000,1,2.0,1.0,40,-1,-1,4599,3409,3409,6530,0,38-40,10,-6,18876.0,23682.0
30000,1,1.0,1.0,33,0,0,28700,28639,1800,2300,0,31-33,2,0,145404.0,6608.0
50000,1,3.0,1.0,29,0,0,9527,9907,2000,1092,0,28-29,3,-3,31744.0,5742.0
50000,1,2.0,2.0,30,-1,2,780,780,0,0,1,29-30,4,-3,1560.0,0.0
90000,1,3.0,1.0,44,1,-2,0,0,0,0,1,43-46,15,-9,0.0,0.0
110000,1,2.0,1.0,40,0,0,31042,33971,3454,0,0,38-40,10,2,203438.0,8283.0
240000,1,2.0,2.0,46,0,0,47379,49274,3000,3000,0,43-46,15,0,310960.0,18000.0
360000,1,3.0,1.0,42,-2,-2,0,4435,4435,0,0,41-43,14,-12,13771.0,19170.0
290000,1,2.0,2.0,45,0,0,212643,192933,6755,6900,0,43-46,15,0,1100708.0,269744.0
180000,1,1.0,1.0,39,-1,-1,5086,5661,5668,0,0,38-40,10,-9,10747.0,5668.0
180000,1,2.0,1.0,43,0,0,158843,152507,6029,7035,0,41-43,14,0,812000.0,57071.0
50000,1,2.0,2.0,43,0,0,47669,48102,2000,1731,0,41-43,14,0,270246.0,10440.0
500000,1,1.0,2.0,47,-2,-2,21376,20473,20473,3587,0,46-49,16,-7,76989.0,58453.0
50000,1,2.0,1.0,35,0,0,5219,7633,2500,1200,1,34-35,8,4,47179.0,5200.0
50000,1,3.0,1.0,37,5,4,54078,52946,0,0,0,35-37,13,14,308583.0,0.0
400000,1,1.0,2.0,32,-1,-1,525,1610,1610,285,0,31-33,2,-4,48610.0,33847.0
240000,1,2.0,1.0,34,0,0,225709,228893,8544,9257,0,33-34,5,0,1128202.0,40066.0
150000,1,2.0,1.0,31,0,0,64276,64226,3500,4508,0,30-31,1,-2,553194.0,176299.0
50000,1,3.0,2.0,31,3,2,15208,14667,0,6828,1,30-31,1,13,115548.0,9628.0
150000,1,1.0,1.0,34,1,-1,0,347,347,0,0,33-34,5,-4,9251.0,12423.0
50000,1,3.0,1.0,41,0,0,2602,12150,10000,0,1,40-41,12,2,43205.0,11457.0
360000,1,1.0,2.0,40,-1,-1,3457,1997,2020,5115,0,38-40,10,-6,16940.0,15643.0
100000,1,1.0,1.0,38,2,2,72437,74645,4000,3200,1,37-38,9,10,454745.0,18400.0
30000,1,2.0,2.0,44,2,2,44072,39489,0,1820,0,43-46,15,4,214489.0,9674.0
260000,1,1.0,2.0,36,-2,-2,16751,5877,10000,10000,0,35-37,13,-12,22836.0,20000.0
140000,1,2.0,1.0,29,0,0,140933,140883,5503,7210,0,28-29,3,2,783693.0,36341.0
30000,1,3.0,1.0,48,-1,-1,1261,1261,1261,1261,0,46-49,16,-6,7566.0,7566.0
60000,1,2.0,2.0,36,2,2,48547,49446,2000,1500,1,35-37,13,12,304802.0,12500.0
10000,1,2.0,2.0,29,1,2,8393,9069,1000,2000,0,28-29,3,9,42547.0,7000.0
110000,1,3.0,2.0,34,2,2,86345,88492,4504,30,1,33-34,5,12,501749.0,17636.0
40000,1,1.0,2.0,34,0,0,38849,40315,3600,0,1,33-34,5,4,235544.0,10457.0
50000,1,3.0,1.0,47,2,0,49386,49693,1818,2261,1,46-49,16,2,208964.0,7569.0
